Transaction_ID,Timestamp,Sender_Address,Receiver_Address,Transaction_Value,Transaction_Fees,Number_of_Inputs,Number_of_Outputs,Gas_Price,Wallet_Age_Days,Wallet_Balance,Transaction_Velocity,Exchange_Rate,Is_Scam,Scam_Type
f4651403-b9e8-49c6-9290-d5f64d0d92f5,2024-01-01 13:43:20.038987,0x1E1A0675FF924C04CEF80A0E9BA1F01BAF6B9B0A,0xB8B2118951DD0A29A878E0678C1C9089359900ED,31.15,0.032554,4,9,91.99,19,940.28,2.05,30198.25,1,Fake ICO
b41c6922-1fcc-48d2-8ef5-6f6a8b6017d5,2024-03-17 13:19:31.995509,0x6886566AAC0A8A99A5CDFA875429CBD4603E2A39,0xA5FB1D304993842453BAE3F477F919E2583DBDAE,647.85,0.027449,1,4,315.85,305,8448.75,2.02,37952.47,1,Giveaway Scam
58a40e2b-707a-4d1f-957c-0dfa2b5ce3e5,2024-05-28 08:18:28.683992,0x671FB11818938C78408A5476C118C91398BC8C21,0x58F5B82B31B0C80C5BE632556380F545E191CCCD,104.37,0.03633,7,3,27.1,211,4146.37,6.52,55331.38,0,
8fd0a3c4-6ee8-46ff-90ff-cba9f7ebc44a,2024-06-06 22:10:07.708780,0xBFE1BC6D1C8F0B0607A91626F6F692C9ADE11DB9,0x21D07E1A908F6E24F2716EDD14A13E82982DDB11,533.95,0.028371,2,9,79.19,137,4123.57,4.91,6544.06,1,Phishing
e618c2cb-f9ee-4c5c-ab6d-fc5d3522b525,2024-04-24 05:03:52.426987,0x3EBE70F298439FA826AB82A24959C095FB4B0481,0xCDB6662622BABC753310CCEB3D89D8363EADB584,743.32,0.031774,9,2,220.16,116,5428.16,0.74,40953.64,1,Ponzi
a4e4a3f0-b20e-4d27-a317-341c811bd770,2024-04-16 17:35:54.051029,0x5EF172F00CBDFC28206E366B433A910013292ACE,0x0B0964E01DE4FCA17F2C1B395746020A443C4215,493.76,0.044833,2,1,225.4,275,6629.69,4.88,49483.25,0,
4de143ba-1453-4d0e-a6b5-7201e2967808,2024-09-14 08:32:38.981418,0xC288585C4B5EBD53C247EC31116FC46FF8A04298,0x180D366FA62D83F08E5F927040998ACDD0672AAA,910.28,0.036573,2,2,251.24,267,8997.36,4.82,3528.85,0,
f4e06b0e-00f8-4624-9b89-06afe65b3c26,2024-05-26 15:39:14.237959,0xF248E134840A3FD21364B9275EE656EAB81D9940,0xC4B1581A07D6C117E679AE791A93B90D9AC9354E,628.59,0.036569,9,3,142.57,264,4690.88,0.21,1368.28,0,
f6e46710-df36-47c8-8cae-2fdccc47b2aa,2024-05-09 13:27:33.227331,0x724631BFA5FECA3DB2D78C20D615B6AF9E0D20C2,0xB22CE1A6D1FA44B3A85DD4C104733AECC5D79827,845.43,0.044836,3,9,11.23,91,9424.44,0.92,25539.56,1,Giveaway Scam
2bfb9781-a84d-42e0-ab85-eb4693d7d0ea,2024-09-26 00:02:41.758348,0x02D69D6FD13F90F7E93085495A9EA7F704112D0B,0xD2785FBECAC18AC39AA599BD15044CD009ADD8F4,271.0,0.007703,9,2,63.51,26,4633.36,7.0,18376.1,0,
f1b43408-9030-487a-8768-2a7cb61e6c5e,2024-01-31 07:20:41.988095,0x2C9FA004ED3D7C411DA29AEE2A3C820E3D27860E,0x3028FA1C40523C53F21867E7D86152D4B51B0BE2,997.38,0.005037,7,8,440.36,212,5467.56,9.24,28929.88,1,Fake ICO
ce7c9cf7-faab-4803-a8b8-b2e5139b5639,2024-06-06 16:20:06.733507,0xE80F558E06003F7C3DCEE2BABE3E8C0E6349116F,0x0234A21EA4E94E105B2085BF6811C99F13BAB5BE,396.44,0.03975,5,1,295.98,166,7206.12,1.11,54081.79,0,
7bf93cec-e1cd-43a3-81b7-70f123645daf,2024-04-16 09:54:04.615769,0x00425BD2DB07BECE17C78CB123DAE64DBDB45189,0x3EECA2A607F391D54F738DDAD66B6FBCD32AF1FA,470.82,0.008099,1,3,343.02,47,3983.32,3.78,55234.75,0,
b53e7af0-ff91-4ff0-ac74-3ec8ed10ad3b,2024-04-24 19:03:56.979618,0x4C381E88978C8953F1427E6C6E5006085A816C9D,0x193A592849ED74F918A8860167EE18DADA9E8A3B,336.83,0.043216,8,2,170.56,24,7771.98,5.28,10366.29,0,
d7967b3d-deb0-4423-942d-0993531d57da,2024-03-13 11:27:33.740516,0xC3427B9AE47ED0AC1A99F76CEC83FD9C6FF48799,0x7DA6905EA9FC6BF1BD29C7411918DBBF1792A881,63.66,0.041831,9,1,154.52,125,1314.59,9.16,5778.62,1,Giveaway Scam
6d403148-8348-4f22-8482-6b42c785ed94,2024-07-12 21:02:42.506156,0x5C89CA7387786D6CEE3E756663C4C628239D0558,0xB8B5DFB3B24EF6CB0F274AC007592EE311C70900,265.71,0.009557,8,2,183.99,128,3823.33,2.66,11785.01,1,Giveaway Scam
7232d114-defe-4d9b-bc94-8d6b9fea83b6,2024-09-15 08:01:48.534979,0x9B5686698C5879F23A5D8EA8AD85FCE50875133E,0xE5FC635ACBE3EEC374D8A132A9A467123BB37448,117.32,0.006123,5,7,498.71,319,6933.43,7.62,22984.12,0,
f94718ef-c7e6-46ac-9135-25bcdd670fa1,2024-06-02 06:22:12.517011,0xD5A2B93756DB01279468325F56BE42B8F219711D,0xA0DACE930C578EB14A56B95EAE459542710C33DB,646.4,0.039348,1,4,201.78,207,7931.82,7.58,15812.18,0,
581563ca-7de5-45f4-a658-37c38f448614,2024-01-31 23:27:38.797363,0xE49CE1EAD6FF669D20A8650DCC4130F8243BD553,0xF26CD8B73D128B7BED1BD6130C6F71BAD344A2DA,123.8,0.044796,8,2,109.29,237,8299.88,0.77,39913.04,0,
a4cdc2ce-76bf-4f2f-8733-47d7cacbf0e9,2024-08-10 20:16:59.997957,0x4DDCB0941D422B1305F98FF0474539D8DB9DA9A2,0xBFF99CDE450DEFC73C2FC8B4D8BC30CC4312F4EB,564.3,0.009922,5,1,281.15,134,8745.43,8.21,11614.19,0,
c402f624-90c2-4800-b2d0-4e012aae037c,2024-09-25 02:14:02.919379,0xDFBC704F053FE80FD2842FC6F0D180A528B2680A,0x7DE0435C40DE936C7B561D030DE206F09C7C5B68,344.05,0.03525,5,1,273.05,330,131.54,8.22,54404.63,0,
a8217b16-cd8e-460d-a0d0-24b6ad6f69c5,2024-05-17 20:17:26.140150,0x445D0F6F1D9C8EF8EBA73261BC1D4F6AB8A6D4E5,0xA70E073A155F0BE9EEFC894D5404B2809A26AD34,892.7,0.040082,2,3,416.53,190,204.48,1.64,21610.45,0,
e7e523e6-3c25-4de4-a575-d216cd1be645,2024-01-20 00:51:39.371341,0xEB1383984B19EA10A21AC9AD2C1E50C8804E448F,0x143E2492DD837CB2999D6AEAC1BCC4C50A7CEA5D,362.83,0.037434,2,2,103.22,252,2454.58,6.98,8877.24,0,
8af1c33d-6ef9-46de-81a6-b7e00c8a7754,2024-09-19 06:51:42.963223,0x7B03E14E103A61E5B2F75C1A0A3AE7B26FA62E8F,0x479E2CCB719AFD7CC8AA004E2F9DB5E3B601B012,489.63,0.023628,4,5,417.48,105,788.62,1.85,40039.78,0,
0d665cf6-af68-434b-925f-7d38c6bf3713,2024-05-05 05:30:58.569551,0xF9296C34E1D7C4BF35616F86AECFE9950E037C0D,0x29A94F5232E5597AF29974E0B2A4B3FF4162A0FD,41.66,0.046072,7,4,300.24,316,3128.22,5.04,8162.41,0,
3189bc53-7ef8-41b1-bcab-019d7e1d5dcf,2024-09-16 00:12:13.022110,0x2F67B801C2312F04B6CA4C5DDA21E1FC55CEA442,0x501C071A3EAA7188D90B27339354FEF6036012F2,928.81,0.016013,2,4,81.97,6,5416.75,6.02,15261.69,0,
6b93825c-e5fa-4dec-9ac4-70eef9c6fc91,2024-07-04 01:11:28.510710,0xE5B6BC921E9D77EF48D7F83F70DF53C0C29D97A0,0x057268A0F5C024224AF5FD6FF58ADE6FA8A6F57C,470.54,0.017317,2,8,441.36,301,6990.33,4.97,15238.05,0,
9066276b-27fa-40bb-a61f-bb9cefe12cfe,2024-05-25 10:29:13.309526,0xB49DABAEE705E93D39CB5EE26B5E8DB4383EE14A,0x0BAE7BBAA8E7C49537F247F419C988BE3D764562,167.38,0.012661,1,7,478.5,164,4929.22,7.14,29331.84,1,Ponzi
